mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	harmony_layer	label	regex_match
2	1	1/2	3.0	0	0	3/4	1	1	0	.Eb.viio	dcml
3	2	7/2	1.5	0	0	3/4	1	1	0	V7	dcml
3	2	5	0.5	3/8	3/8	3/4	1	1	0	viio/V	dcml
3	2	11/2	3.5	1/2	1/2	3/4	1	1	0	V	dcml
4	3	9	0.5	5/8	5/8	3/4	1	1	0	viio	dcml
5	4	19/2	1.5	0	0	3/4	1	1	0	V7	dcml
5	4	11	0.5	3/8	3/8	3/4	1	1	0	viio/V	dcml
5	4	23/2	1.0	1/2	1/2	3/4	1	1	0	V	dcml
6	5	25/2	3.0	0	0	3/4	1	1	0	viio	dcml
7	6	31/2	1.5	0	0	3/4	1	1	0	V7	dcml
7	6	17	0.5	3/8	3/8	3/4	1	1	0	viio/V	dcml
7	6	35/2	1.5	1/2	1/2	3/4	1	1	0	V	dcml
8	7	19	0.5	1/8	1/8	3/4	1	1	0	V43/V	dcml
8	7	39/2	0.5	1/4	1/4	3/4	1	1	0	V(64)	dcml
8	7	20	0.5	3/8	3/8	3/4	1	1	0	V(74)	dcml
8	7	41/2	0.75	1/2	1/2	3/4	1	1	0	V(6)	dcml
8	7	85/4	0.25	11/16	11/16	3/4	1	1	0	V7	dcml
9	8	43/2	3.0	0	0	3/4	1	1	0	I\\	dcml
10	9	49/2	3.0	0	0	3/4	1	1	0	viio	dcml
11	10	55/2	1.5	0	0	3/4	1	1	0	V7	dcml
11	10	29	0.5	3/8	3/8	3/4	1	1	0	viio/V	dcml
11	10	59/2	1.0	1/2	1/2	3/4	1	1	0	V	dcml
12	11	61/2	0.5	0	0	3/4	1	1	0	I	dcml
12	11	31	0.5	1/8	1/8	3/4	1	1	0	V43/VI	dcml
12	11	63/2	0.5	1/4	1/4	3/4	1	1	0	VI	dcml
12	11	32	0.5	3/8	3/8	3/4	1	1	0	V7/VI	dcml
12	11	65/2	1.0	1/2	1/2	3/4	1	1	0	IV	dcml
13	12	67/2	3.0	0	0	3/4	1	1	0	.III.V	dcml
14	13	73/2	2.5	0	0	3/4	1	1	0	I	dcml
14	13	39	0.5	5/8	5/8	3/4	1	1	0	I6	dcml
15	14	79/2	3.0	0	0	3/4	1	1	0	V	dcml
16	15	85/2	2.5	0	0	3/4	1	1	0	iii6	dcml
16	15	45	0.5	5/8	5/8	3/4	1	1	0	I6	dcml
17	16	91/2	1.0	0	0	3/4	1	1	0	V	dcml
17	16	93/2	2.0	1/4	1/4	3/4	1	1	0	I	dcml
18	17	97/2	2.5	0	0	3/4	1	1	0	V2	dcml
18	17	51	0.5	5/8	5/8	3/4	1	1	0	V65	dcml
19	18	103/2	3.0	0	0	3/4	1	1	0	I	dcml
20	19	109/2	5.0	0	0	3/4	1	1	0	.I.viio65	dcml
21	20	119/2	3.5	1/2	1/2	3/4	1	1	0	I	dcml
22	21	63	0.5	5/8	5/8	3/4	1	1	0	V43(b5)/V	dcml
23	22	127/2	0.5	0	0	3/4	1	1	0	V	dcml
23	22	64	0.5	1/8	1/8	3/4	1	1	0	V43(b5)/V	dcml
23	22	129/2	0.5	1/4	1/4	3/4	1	1	0	V	dcml
23	22	65	0.5	3/8	3/8	3/4	1	1	0	V43(b5)/V	dcml
23	22	131/2	0.5	1/2	1/2	3/4	1	1	0	V	dcml
23	22	66	0.5	5/8	5/8	3/4	1	1	0	V43(b5)/V	dcml
24	23	133/2	0.5	0	0	3/4	1	1	0	V	dcml
24	23	67	0.5	1/8	1/8	3/4	1	1	0	V43(b5)/V	dcml
24	23	135/2	0.5	1/4	1/4	3/4	1	1	0	V	dcml
24	23	68	0.5	3/8	3/8	3/4	1	1	0	V43(b5)/V	dcml
24	23	137/2	0.5	1/2	1/2	3/4	1	1	0	V	dcml
24	23	69	0.5	5/8	5/8	3/4	1	1	0	V43(b5)/V	dcml
25	24	139/2	3.0	0	0	3/4	1	1	0	V\\	dcml
26	25	145/2	3.0	0	0	3/4	1	1	0	viio	dcml
27	26	151/2	1.0	0	0	3/4	1	1	0	.i.i6	dcml
27	26	153/2	9.0	1/4	1/4	3/4	1	1	0	i	dcml
30	29	171/2	1.0	1/4	1/4	3/4	1	1	0	.i.V(64)	dcml
30	29	173/2	1.0	1/2	1/2	3/4	1	1	0	V	dcml
31	30	175/2	1.0	0	0	3/4	1	1	0	i	dcml
31	30	177/2	1.0	1/4	1/4	3/4	1	1	0	V(64)	dcml
31	30	179/2	4.0	1/2	1/2	3/4	1	1	0	V	dcml
33	32	187/2	1.0	0	0	3/4	1	1	0	i6	dcml
33	32	189/2	7.5	1/4	1/4	3/4	1	1	0	i	dcml
35	34	102	0.5	5/8	5/8	3/4	1	1	0	V2	dcml
36	35	205/2	2.0	0	0	3/4	1	1	0	.I.V6/IV	dcml
36	35	209/2	1.0	1/2	1/2	3/4	1	1	0	V+6/IV	dcml
37	36	211/2	1.0	0	0	3/4	1	1	0	IV(#4#2)	dcml
37	36	213/2	3.0	1/4	1/4	3/4	1	1	0	IV	dcml
38	37	219/2	1.0	1/4	1/4	3/4	1	1	0	V(64)	dcml
38	37	221/2	0.6666666666666714	1/2	1/2	3/4	1	1	0	V	dcml
38	37	667/6	0.3333333333333286	2/3	2/3	3/4	1	1	0	V7	dcml
39	38	223/2	1.0	0	0	3/4	1	1	0	vi(64)	dcml
39	38	225/2	2.0	1/4	1/4	3/4	1	1	0	vi	dcml
40	39	229/2	2.0	0	0	3/4	1	1	0	V6/IV	dcml
40	39	233/2	1.0	1/2	1/2	3/4	1	1	0	V+6/IV	dcml
41	40	235/2	1.0	0	0	3/4	1	1	0	IV(#4#2)	dcml
41	40	237/2	3.0	1/4	1/4	3/4	1	1	0	IV	dcml
42	41	243/2	1.0	1/4	1/4	3/4	1	1	0	V(64)	dcml
42	41	245/2	2.0	1/2	1/2	3/4	1	1	0	V(b64)	dcml
43	42	249/2	1.0	1/4	1/4	3/4	1	1	0	V(b964)	dcml
43	42	251/2	1.0	1/2	1/2	3/4	1	1	0	V	dcml
44	43	253/2	6.5	0	0	3/4	1	1	0	I\\	dcml
46	45	133	0.5	1/8	1/8	3/4	1	1	0	viio/IV	dcml
46	45	267/2	0.5	1/4	1/4	3/4	1	1	0	V43/IV	dcml
46	45	134	0.5	3/8	3/8	3/4	1	1	0	viio/IV	dcml
46	45	269/2	1.0	1/2	1/2	3/4	1	1	0	V43/IV	dcml
47	46	271/2	1.0	0	0	3/4	1	1	0	V7/IV	dcml
47	46	273/2	1.0	1/4	1/4	3/4	1	1	0	IV64(94)	dcml
47	46	275/2	0.5	1/2	1/2	3/4	1	1	0	IV64	dcml
47	46	138	0.5	5/8	5/8	3/4	1	1	0	iv64	dcml
48	47	277/2	3.0	0	0	3/4	1	1	0	I\\	dcml
