mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	0	3	6/8	1/8	5/8	3	firstMeasure				1	2
2	1	3	6/8	3/4	0	3						3
3	2	3	6/8	3/4	0	3						4
4	3	3	6/8	3/4	0	3						5
5	4	3	6/8	3/4	0	3						6
6	5	3	6/8	3/4	0	3						7
7	6	3	6/8	3/4	0	3						8
8	7	3	6/8	3/4	0	3						9
9	8	3	6/8	3/4	0	3						10
10	9	3	6/8	3/4	0	3						11
11	10	3	6/8	3/4	0	3						12
12	11	3	6/8	3/4	0	3						13
13	12	3	6/8	3/4	0	3						14
14	13	3	6/8	3/4	0	3						15
15	14	3	6/8	3/4	0	3						16
16	15	3	6/8	3/4	0	3						17
17	16	3	6/8	3/4	0	3						18
18	17	3	6/8	3/4	0	3						19
19	18	3	6/8	3/4	0	3						20
20	19	3	6/8	3/4	0	3						21
21	20	3	6/8	3/4	0	3						22
22	21	3	6/8	3/4	0	3						23
23	22	3	6/8	3/4	0	3						24
24	23	3	6/8	3/4	0	3						25
25	24	3	6/8	3/4	0	3						26
26	25	3	6/8	3/4	0	3						27
27	26	3	6/8	3/4	0	3						28
28	27	3	6/8	3/4	0	3						29
29	28	3	6/8	3/4	0	3						30
30	29	3	6/8	3/4	0	3						31
31	30	3	6/8	3/4	0	3						32
32	31	3	6/8	3/4	0	3						33
33	32	3	6/8	3/4	0	3						34
34	33	3	6/8	3/4	0	3						35
35	34	3	6/8	3/4	0	3						36
36	35	3	6/8	3/4	0	3						37
37	36	3	6/8	3/4	0	3						38
38	37	3	6/8	3/4	0	3						39
39	38	3	6/8	3/4	0	3						40
40	39	3	6/8	3/4	0	3						41
41	40	3	6/8	3/4	0	3						42
42	41	3	6/8	3/4	0	3						43
43	42	3	6/8	3/4	0	3						44
44	43	3	6/8	3/4	0	3	lastMeasure		end			
