mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	1	4	3/4	3/4	0	3	firstMeasure					2
2	2	4	3/4	3/4	0	3						3
3	3	4	3/4	3/4	0	3						4
4	4	4	3/4	3/4	0	3						5
5	5	4	3/4	3/4	0	3						6
6	6	4	3/4	3/4	0	3						7
7	7	4	3/4	3/4	0	3						8
8	8	4	3/4	3/4	0	3						9
9	9	4	3/4	3/4	0	3						10
10	10	4	3/4	3/4	0	3						11
11	11	4	3/4	3/4	0	3						12
12	12	4	3/4	3/4	0	3						13
13	13	4	3/4	3/4	0	3						14
14	14	4	3/4	3/4	0	3						15
15	15	4	3/4	3/4	0	3						16
16	16	4	3/4	3/4	0	3						17
17	17	4	3/4	3/4	0	3						18
18	18	4	3/4	3/4	0	5						19
19	19	4	3/4	3/4	0	3						20
20	20	4	3/4	3/4	0	3						21
21	21	4	3/4	3/4	0	3						22
22	22	4	3/4	3/4	0	5						23
23	23	4	3/4	3/4	0	3						24
24	24	4	3/4	3/4	0	3						25
25	25	4	3/4	3/4	0	3						26
26	26	4	3/4	3/4	0	3						27
27	27	4	3/4	3/4	0	3						28
28	28	4	3/4	3/4	0	3						29
29	29	4	3/4	3/4	0	3						30
30	30	4	3/4	3/4	0	3						31
31	31	4	3/4	3/4	0	3						32
32	32	4	3/4	3/4	0	3						33
33	33	4	3/4	3/4	0	3						34
34	34	4	3/4	3/4	0	3						35
35	35	4	3/4	3/4	0	3						36
36	36	4	3/4	3/4	0	3						37
37	37	4	3/4	3/4	0	3						38
38	38	4	3/4	3/4	0	3						39
39	39	4	3/4	3/4	0	3						40
40	40	4	3/4	3/4	0	3						41
41	41	4	3/4	3/4	0	3						42
42	42	4	3/4	3/4	0	3						43
43	43	4	3/4	3/4	0	3						44
44	44	4	3/4	3/4	0	3						45
45	45	4	3/4	3/4	0	3						46
46	46	4	3/4	3/4	0	3						47
47	47	4	3/4	3/4	0	3						48
48	48	4	3/4	3/4	0	3						49
49	49	4	3/4	3/4	0	3						50
50	50	4	3/4	3/4	0	3						51
51	51	4	3/4	3/4	0	3						52
52	52	4	3/4	3/4	0	3						53
53	53	4	3/4	3/4	0	3						54
54	54	4	3/4	3/4	0	3						55
55	55	4	3/4	3/4	0	3						56
56	56	4	3/4	3/4	0	3						57
57	57	4	3/4	3/4	0	3						58
58	58	4	3/4	3/4	0	3						59
59	59	4	3/4	3/4	0	4						60
60	60	4	3/4	3/4	0	4						61
61	61	4	3/4	3/4	0	4						62
62	62	4	3/4	3/4	0	4						63
63	63	4	3/4	3/4	0	4						64
64	64	4	3/4	3/4	0	4						65
65	65	4	3/4	3/4	0	4						66
66	66	4	3/4	3/4	0	4						67
67	67	4	3/4	3/4	0	3						68
68	68	4	3/4	3/4	0	3						69
69	69	4	3/4	3/4	0	3						70
70	70	4	3/4	3/4	0	3						71
71	71	4	3/4	3/4	0	3						72
72	72	4	3/4	3/4	0	3						73
73	73	4	3/4	3/4	0	3						74
74	74	4	3/4	3/4	0	3						75
75	75	4	3/4	3/4	0	3						76
76	76	4	3/4	3/4	0	3						77
77	77	4	3/4	3/4	0	3						78
78	78	4	3/4	3/4	0	3						79
79	79	4	3/4	3/4	0	3						80
80	80	4	3/4	3/4	0	3						81
81	81	4	3/4	3/4	0	3						82
82	82	4	3/4	3/4	0	3						83
83	83	4	3/4	3/4	0	5	lastMeasure		end			-1
